datetime_utc,demand_mw,total_generation_mw,wind_generation_mw,solar_generation_mw,thermal_generation_mw,spinning_reserve_mw,frequency_hz,ace_mw,lmp_usd_per_mwh,net_interchange_mw,renewable_penetration_pct,wind_speed_hub_mph,wind_speed_sfc_mph,solar_irradiance_wm2,cloud_cover_pct,humidity_pct,high_wind_alert,loss_pct,reserve_margin_pct,grid_condition
2026-03-18 00:00:00,53831.5,55294.5,20.3,0.0,55274.2,5414.6,60.0475,500.0,31.58,-1701.7,0.04,9.5,5.03,0.0,53.2,73.0,False,2.72,10.06,LARGE_ACE_DEVIATION|LOW_RENEWABLES
2026-03-18 01:00:00,56876.5,58445.4,23.2,0.0,58422.2,7285.3,60.0175,159.2,33.44,-5004.3,0.04,9.62,5.09,0.0,57.2,75.1,False,2.76,12.81,LOW_RENEWABLES
2026-03-18 02:00:00,63635.3,65448.0,30.6,0.0,65417.4,6113.3,60.0104,55.3,41.54,-2319.2,0.05,9.87,5.22,0.0,61.5,75.8,False,2.85,9.61,LOW_RENEWABLES
2026-03-18 03:00:00,66663.9,68589.8,28.5,0.0,68561.3,5436.3,60.0143,142.0,42.97,-5087.1,0.04,9.8,5.19,0.0,67.4,76.4,False,2.89,8.15,LOW_RENEWABLES
2026-03-18 04:00:00,73480.8,75670.3,30.5,0.0,75639.8,6164.5,60.037,413.6,44.77,-1180.0,0.04,9.86,5.22,0.0,72.4,77.3,False,2.98,8.39,LARGE_ACE_DEVIATION|LOW_RENEWABLES
2026-03-18 05:00:00,81384.0,83894.8,37.0,0.0,83857.8,7528.5,59.9954,-25.7,54.61,-2444.2,0.05,10.06,5.32,0.0,75.8,78.1,False,3.09,9.25,LOW_RENEWABLES
2026-03-18 06:00:00,94116.1,97179.5,39.6,0.0,97139.9,8916.7,59.9769,-177.2,57.03,-5808.7,0.04,10.13,5.36,0.0,77.6,78.8,False,3.25,9.47,LOW_RENEWABLES
2026-03-18 07:00:00,102767.9,106231.4,28.7,0.0,106202.8,11773.1,60.0293,254.4,43.34,-7605.7,0.03,9.81,5.19,0.0,79.2,79.7,False,3.37,11.46,LOW_RENEWABLES
2026-03-18 08:00:00,112446.3,116381.1,15.7,0.0,116365.4,13156.5,59.9972,-51.2,47.65,-8475.9,0.01,9.3,4.92,0.0,79.3,80.4,False,3.5,11.7,LOW_RENEWABLES
2026-03-18 09:00:00,113876.2,117882.8,8.5,0.0,117874.3,12082.2,59.9665,-320.2,52.07,-5520.4,0.01,8.87,4.69,0.0,81.0,81.0,False,3.52,10.61,LOW_RENEWABLES
