datetime_utc,demand_mw,total_generation_mw,wind_generation_mw,solar_generation_mw,thermal_generation_mw,spinning_reserve_mw,frequency_hz,ace_mw,lmp_usd_per_mwh,net_interchange_mw,renewable_penetration_pct,wind_speed_hub_mph,wind_speed_sfc_mph,solar_irradiance_wm2,cloud_cover_pct,humidity_pct,high_wind_alert,loss_pct,reserve_margin_pct,grid_condition
2026-03-18 00:00:00,12242.3,12578.0,5.8,0.0,12572.2,1079.2,60.0052,71.5,53.23,-279.8,0.05,9.78,5.34,0.0,71.4,76.2,False,2.74,8.82,LOW_RENEWABLES
2026-03-18 01:00:00,12922.8,13282.5,16.5,0.0,13266.0,1407.6,59.9963,-23.1,41.75,-505.9,0.13,10.94,5.98,0.0,73.3,76.8,False,2.78,10.89,LOW_RENEWABLES
2026-03-18 02:00:00,13368.9,13744.6,26.0,0.0,13718.7,1490.2,60.0069,99.4,39.69,-1768.2,0.19,11.58,6.33,0.0,82.1,76.6,False,2.81,11.15,LOW_RENEWABLES
2026-03-18 03:00:00,14869.5,15300.9,43.8,0.0,15257.1,1889.1,59.9883,-142.7,47.34,-1214.8,0.29,12.46,6.81,0.0,88.6,75.6,False,2.9,12.7,LOW_RENEWABLES
2026-03-18 04:00:00,15280.4,15727.6,57.1,0.0,15670.4,1136.3,60.0073,48.8,85.52,-593.8,0.37,12.96,7.08,0.0,93.7,75.4,False,2.93,7.44,LOW_RENEWABLES
2026-03-18 05:00:00,18357.0,18928.4,81.8,0.0,18846.6,1274.1,59.9907,-57.9,101.35,-1035.0,0.45,13.72,7.5,0.0,92.9,75.2,False,3.11,6.94,HIGH_PRICE|LOW_RENEWABLES
2026-03-18 06:00:00,19920.8,20559.8,86.3,0.0,20473.4,2018.5,60.0112,90.1,57.13,-1515.8,0.43,13.84,7.56,0.0,91.3,75.6,False,3.21,10.13,LOW_RENEWABLES
2026-03-18 07:00:00,21759.1,22481.2,88.0,0.0,22393.3,1857.2,60.0055,9.2,82.46,-1497.0,0.4,13.88,7.59,0.0,91.8,76.7,False,3.32,8.54,LOW_RENEWABLES
2026-03-18 08:00:00,24138.3,24974.2,89.6,0.0,24884.6,2068.0,60.0013,-44.6,80.04,-2059.4,0.37,13.92,7.61,0.0,93.4,78.0,False,3.46,8.57,LOW_RENEWABLES
2026-03-18 09:00:00,25995.0,26924.5,93.5,0.0,26830.9,2664.9,60.0129,43.4,70.99,-1570.2,0.36,14.02,7.66,0.0,93.1,78.5,False,3.58,10.25,LOW_RENEWABLES
2026-03-18 10:00:00,26325.0,27271.5,91.8,0.0,27179.7,2733.4,60.0032,59.1,65.98,-831.6,0.35,13.98,7.64,0.0,92.0,79.4,False,3.6,10.38,LOW_RENEWABLES
2026-03-18 11:00:00,27249.4,28244.4,89.3,0.0,28155.1,2128.4,60.0127,42.6,129.88,-1351.5,0.33,13.92,7.6,0.0,90.7,80.1,False,3.65,7.81,HIGH_PRICE|LOW_RENEWABLES
2026-03-18 12:00:00,25261.8,26153.8,108.7,307.3,25737.8,2884.0,59.9919,-69.9,60.72,-709.7,1.65,14.38,7.86,64.0,89.4,79.4,False,3.53,11.42,LOW_RENEWABLES
