datetime_utc,demand_mw,total_generation_mw,wind_generation_mw,solar_generation_mw,thermal_generation_mw,spinning_reserve_mw,frequency_hz,ace_mw,lmp_usd_per_mwh,net_interchange_mw,renewable_penetration_pct,wind_speed_hub_mph,wind_speed_sfc_mph,solar_irradiance_wm2,cloud_cover_pct,humidity_pct,high_wind_alert,loss_pct,reserve_margin_pct,grid_condition
2026-03-18 00:00:00,44056.3,45248.0,783.9,0.0,44464.0,5367.4,59.9826,-211.4,25.4,-4245.3,1.78,13.1,6.45,0.0,74.4,78.8,False,2.7,12.18,LOW_RENEWABLES
2026-03-18 01:00:00,47543.1,48855.7,560.8,0.0,48294.9,5239.8,60.0041,18.8,25.51,-3292.7,1.18,12.45,6.14,0.0,75.6,81.4,False,2.76,11.02,LOW_RENEWABLES
2026-03-18 02:00:00,47765.1,49085.4,659.5,0.0,48425.9,4875.3,59.9991,-25.5,27.68,-2595.4,1.38,12.76,6.28,0.0,77.0,82.9,False,2.76,10.21,LOW_RENEWABLES
2026-03-18 03:00:00,55887.7,57505.2,663.4,0.0,56841.9,5262.8,60.0081,59.9,39.1,-1089.9,1.19,12.77,6.29,0.0,77.0,83.7,False,2.89,9.42,LOW_RENEWABLES
2026-03-18 04:00:00,61096.7,62915.9,636.6,0.0,62279.2,3593.8,60.0096,23.8,57.95,-4923.6,1.04,12.69,6.25,0.0,75.4,84.6,False,2.98,5.88,EEA1_CONSERVATION_APPEAL|LOW_RENEWABLES
2026-03-18 05:00:00,68451.9,70570.6,582.8,0.0,69987.8,5147.7,60.027,204.9,59.22,-2770.5,0.85,12.53,6.17,0.0,74.2,85.4,False,3.1,7.52,LOW_RENEWABLES
2026-03-18 06:00:00,76834.7,79316.0,442.2,0.0,78873.8,5634.9,60.0224,244.9,61.93,-2772.3,0.58,12.04,5.93,0.0,70.7,86.2,False,3.23,7.33,LOW_RENEWABLES
2026-03-18 07:00:00,83063.3,85828.5,344.4,0.0,85484.1,8066.0,59.9796,-252.9,44.78,-5700.7,0.41,11.64,5.73,0.0,67.0,86.8,False,3.33,9.71,LOW_RENEWABLES
2026-03-18 08:00:00,92525.5,95745.8,266.5,0.0,95479.3,11083.3,60.0236,225.0,41.86,-5845.1,0.29,11.26,5.55,0.0,64.6,87.2,False,3.48,11.98,LOW_RENEWABLES
2026-03-18 09:00:00,96327.3,99738.5,193.4,0.0,99545.1,10303.8,59.9726,-289.3,42.24,-7036.3,0.2,10.83,5.33,0.0,62.7,87.5,False,3.54,10.7,LOW_RENEWABLES
